popularity_rank,title,year,genres
1640,Fantastic Four: Rise of the Silver Surfer,,"Science Fiction, Adventure, Action"
1641,Kick-Ass 2,,"Action, Adventure, Crime"
1642,Contact,,"Drama, Science Fiction, Mystery"
1643,Upgraded,,"Romance, Comedy"
1644,Scary Stories to Tell in the Dark,,"Horror, Thriller"
1645,Short Term 12,,Drama
1646,Ingrid Goes West,,"Comedy, Drama"
1647,Cloud Atlas,,"Drama, Science Fiction"
1648,Ed Wood,,"Comedy, Drama, History"
1649,Emily the Criminal,,"Crime, Drama, Thriller"
1650,Tetris,,"Thriller, History, Drama"
1651,Butch Cassidy and the Sundance Kid,,Western
1652,Knocked Up,,"Comedy, Romance, Drama"
1653,Pixels,,"Action, Comedy, Science Fiction"
1654,The Omen,,"Horror, Thriller"
1655,The Great Dictator,,"Comedy, War"
1656,Ginger Snaps,,"Fantasy, Horror"
1657,Annette,,"Drama, Romance"
1658,The Long Goodbye,,"Crime, Comedy, Mystery, Thriller"
1659,Ghost,,"Fantasy, Drama, Thriller, Mystery, Romance"
1660,The Age of Innocence,,"Drama, Romance"
1661,"Planes, Trains and Automobiles",,Comedy
1662,The Lives of Others,,"Drama, Thriller"
1663,Predestination,,"Science Fiction, Thriller"
1664,Cube,,"Thriller, Science Fiction, Mystery"
1665,Trick 'r Treat,,"Horror, Comedy"
1666,The Swan,,Drama
1667,Focus,,"Romance, Comedy, Crime"
1668,Armageddon,,"Action, Thriller, Science Fiction, Adventure"
1669,Gifted,,"Drama, Comedy"
1670,Kramer vs. Kramer,,Drama
1671,The Bourne Supremacy,,"Action, Drama, Thriller"
1672,Everybody Wants Some!!,,Comedy
1673,The Lego Movie 2: The Second Part,,"Action, Adventure, Animation, Comedy, Family"
1674,Tag,,"Comedy, Action"
1675,The Woman in the Window,,"Crime, Mystery, Thriller"
1676,Brothers,,"Drama, Thriller, War"
1677,Beverly Hills Cop,,"Action, Comedy, Crime"
1678,Ricky Stanicky,,Comedy
1679,Bacurau,,"Mystery, Western, Thriller"
1680,Event Horizon,,"Horror, Science Fiction, Mystery"
1681,Pieces of a Woman,,Drama
1682,Silent Hill,,"Horror, Mystery"
1683,We're All Going to the World's Fair,,"Drama, Horror"
1684,In the Mouth of Madness,,"Horror, Thriller, Mystery"
1685,Serpico,,"Crime, Drama"
1686,The Dead Don't Die,,"Comedy, Horror"
1687,Blow-Up,,"Drama, Mystery, Thriller"
1688,The Meyerowitz Stories,New and Selected,"Comedy, Drama"
1689,Miss Americana,,"Documentary, Music"
1690,Kingdom of Heaven,,"Drama, Action, Adventure, History, War"
1691,Harold and Maude,,"Comedy, Drama, Romance"
1692,Pi,,"Mystery, Drama, Thriller"
1693,Manhattan,,"Comedy, Drama, Romance"
1694,Bonnie and Clyde,,"Crime, Drama"
1695,The Artist,,"Drama, Comedy, Romance"
1696,There's Something About Mary,,"Romance, Comedy"
1697,Ted 2,,"Comedy, Fantasy"
1698,Naked,,Comedy
1699,Blazing Saddles,,"Western, Comedy"
1700,Brick,,"Drama, Mystery"
1701,Never Rarely Sometimes Always,,Drama
1702,Joy Ride,,Comedy
1703,Talladega Nights: The Ballad of Ricky Bobby,,Comedy
1704,A Streetcar Named Desire,,"Drama, Thriller"
1705,Philadelphia,,Drama
1706,The Wonder,,"Drama, Mystery"
1707,Addams Family Values,,"Comedy, Family, Fantasy"
1708,Wayne's World,,"Comedy, Music"
1709,Sharp Objects,,Comedy
1710,Insidious: Chapter 2,,"Horror, Thriller"
1711,Pulse,,"Horror, Science Fiction, Mystery, Drama"
1712,Into the Woods,,"Fantasy, Comedy"
1713,Re-Animator,,"Science Fiction, Comedy, Horror"
1714,Parallel Mothers,,Drama
1715,The Last Temptation of Christ,,Drama
1716,Weird: The Al Yankovic Story,,"Music, Comedy, Crime"
1717,Free Solo,,"Documentary, Adventure"
1718,Ring,,Science Fiction
1719,Mary and Max,,"Animation, Comedy, Drama"
1720,Watcher,,"Horror, Mystery, Thriller"
1721,The Vanishing,,"Thriller, Mystery"
1722,Final Destination 3,,"Horror, Mystery"
1723,The Boss Baby,,"Animation, Comedy, Family"
1724,65,,"Science Fiction, Action, Adventure, Thriller"
1725,Never Let Me Go,,"Drama, Romance, Science Fiction"
1726,Christopher Robin,,"Adventure, Comedy, Family, Fantasy"
1727,Gia,,"Romance, Drama"
1728,Only Yesterday,,"Animation, Drama, Romance"
1729,Murder Mystery 2,,"Mystery, Comedy, Crime"
1730,Good Boys,,Comedy
1731,The Hunt,,"Action, Thriller, Horror"
1732,Kimi,,"Crime, Thriller, Drama"
1733,The Hand of God,,Drama
1734,The Bad Guys,,"Family, Animation, Adventure, Comedy, Crime"
1735,"Extremely Wicked, Shockingly Evil and Vile",,"Drama, Crime"
1736,The Haunting of Bly Manor,,
1737,Manhunter,,"Crime, Horror, Thriller"
1738,Hocus Pocus 2,,"Fantasy, Comedy, Family"
1739,Kiss Kiss Bang Bang,,"Comedy, Crime, Mystery"
1740,Don't Look Now,,"Comedy, War"
1741,He's Just Not That Into You,,"Comedy, Romance, Drama"
1742,The Young Girls of Rochefort,,"Romance, Comedy, Drama"
1743,Three Colours: White,,"Comedy, Drama, Mystery"
1744,Swallow,,"Drama, Thriller, Horror"
1745,Annabelle: Creation,,Horror
1746,The Sting,,"Comedy, Crime, Drama"
1747,American Graffiti,,"Comedy, Drama"
1748,Volver,,"Comedy, Drama, Romance"
1749,Diary of a Wimpy Kid: Rodrick Rules,,"Family, Comedy"
1750,Strangers on a Train,,"Crime, Thriller"
1751,Locke,,"Drama, Thriller"
1752,A Walk to Remember,,"Drama, Romance"
1753,Austin Powers: The Spy Who Shagged Me,,"Adventure, Comedy, Crime, Science Fiction"
1754,La Jetée,,"Romance, Science Fiction"
1755,The Road to El Dorado,,"Family, Adventure, Animation, Comedy, Fantasy"
1756,Robin Hood,,"Action, Adventure, History"
1757,Adventureland,,"Comedy, Drama"
1758,All the Bright Places,,"Romance, Drama"
1759,Sick of Myself,,"Comedy, Drama"
1760,The Rat Catcher,,Comedy
1761,Coming to America,,"Comedy, Romance"
1762,Rocky III,,Drama
1763,My Girl,,"Comedy, Drama"
1764,Black Hawk Down,,"Action, War, History"
1765,Halloween II,,"Horror, Thriller"
1766,Sideways,,"Comedy, Drama, Romance"
1767,Midnight Mass,,"Drama, Horror"
1768,Widows,,"Crime, Thriller"
1769,Eileen,,"Thriller, Drama, Crime"
1770,My Policeman,,"Drama, Romance"
1771,Footloose,,"Drama, Romance"
1772,First Cow,,"Drama, Western"
1773,The Girl on the Train,,"Thriller, Mystery, Drama, Crime"
1774,Black Mirror: Joan Is Awful,,
1775,A Bronx Tale,,"Drama, Crime"
1776,Belle de Jour,,"Drama, Romance"
1777,Unfriended,,"Horror, Mystery, Thriller"
1778,Host,,"Horror, Thriller, Mystery"
1779,Carlito's Way,,"Crime, Drama, Thriller"
1780,It,,Horror
1781,Jujutsu Kaisen 0,,"Animation, Action, Fantasy"
1782,Funny Games,,"Drama, Horror, Thriller"
1783,My Big Fat Greek Wedding,,"Comedy, Drama, Romance"
1784,On the Waterfront,,"Crime, Drama, Romance"
1785,Cats,,"Fantasy, Comedy, Drama"
1786,Black Mirror: San Junipero,,
1787,Resident Evil,,"Animation, Action, Horror"
1788,Spaceballs,,"Comedy, Science Fiction"
1789,The NeverEnding Story,,"Adventure, Fantasy, Family, Drama"
1790,Remember the Titans,,Drama
1791,Sucker Punch,,"Action, Fantasy, Thriller"
1792,The Boogeyman,,"Horror, Thriller, Mystery"
1793,A Beautiful Day in the Neighborhood,,"Drama, History"
1794,Rebel Moon – Part One: A Child of Fire,,"Science Fiction, Drama, Action"
1795,Dawn of the Dead,,"Action, Horror, Drama"
1796,The DUFF,,"Romance, Comedy"
1797,Strange Way of Life,,"Drama, Western, Romance"
1798,T2 Trainspotting,,"Drama, Comedy"
1799,The Grinch,,"Animation, Family, Comedy, Fantasy"
1800,The Social Dilemma,,"Documentary, Drama"
1801,Confessions of a Shopaholic,,"Comedy, Romance"
1802,The Card Counter,,"Drama, Thriller"
1803,Scary Movie 2,,Comedy
1804,Sorcerer,,"Thriller, Adventure, Drama"
1805,The Color Purple,,Drama
1806,Love,,"Drama, Romance"
1807,Fire of Love,,Documentary
1808,Belladonna of Sadness,,"Animation, Drama, Fantasy"
1809,Baywatch,,"Comedy, Action, Crime"
1810,The Fountain,,"Drama, Adventure, Science Fiction, Romance"
1811,Idiocracy,,"Comedy, Science Fiction, Adventure"
1812,The Birdcage,,Comedy
1813,Wish,,"Animation, Family, Fantasy, Adventure"
1814,"Argentina, 1985",,"Drama, History, Crime"
1815,Saw V,,"Horror, Thriller, Crime"
1816,One Cut of the Dead,,"Comedy, Horror"
1817,Where Is the Friend's House?,,"Drama, Family"
1818,D.E.B.S.,,"Action, Comedy, Romance"
1819,The Mummy Returns,,"Adventure, Action, Fantasy"
1820,The Exorcist: Believer,,"Horror, Thriller"
1821,Final Destination 2,,"Horror, Mystery"
1822,End of Watch,,"Crime, Drama, Thriller"
1823,Pink Flamingos,,"Comedy, Crime"
1824,Green Lantern,,"Adventure, Action, Thriller, Science Fiction"
1825,The Square,,Drama
1826,Spiral: From the Book of Saw,,"Horror, Mystery"
1827,Zathura: A Space Adventure,,"Science Fiction, Adventure, Family"
1828,Dahmer – Monster: The Jeffrey Dahmer Story,,
1829,Big Daddy,,"Comedy, Drama"
1830,Empire Records,,"Music, Comedy, Drama"
1831,Euphoria: Trouble Don't Last Always,,
1832,Passages,,"Romance, Drama"
1833,The Squid and the Whale,,"Comedy, Drama"
1834,Fast Times at Ridgemont High,,Comedy
1835,Harry Potter 20th Anniversary: Return to Hogwarts,,Documentary
1836,The Killing,,"Crime, Thriller"
1837,Entergalactic,,"Animation, Romance, Music"
1838,Goldfinger,,"Adventure, Action, Thriller"
1839,Bob Marley: One Love,,"Music, History, Drama"
1840,Sky High,,"Adventure, Comedy, Family"
1841,Godzilla,,"Action, Drama, Science Fiction"
1842,Star Trek Beyond,,"Action, Adventure, Science Fiction"
1843,Hotel Transylvania 2,,"Animation, Comedy, Family, Fantasy"
1844,Ichi the Killer,,"Action, Crime, Horror"
1845,House of 1000 Corpses,,Horror
1846,As Good as It Gets,,"Drama, Comedy, Romance"
1847,The Covenant,,"Fantasy, Horror, Adventure, Action"
1848,Color Out of Space,,"Horror, Science Fiction, Mystery, Thriller"
1849,Victoria,,"Crime, Thriller, Romance"
1850,The Piano,,"Drama, Romance"
1851,Holidate,,"Comedy, Romance"
1852,Ghostbusters II,,"Comedy, Fantasy"
1853,Am I OK?,,"Drama, Comedy, Romance"
1854,Pitch Perfect 3,,"Comedy, Music"
1855,A Christmas Story,,"Comedy, Family"
1856,Ma Rainey's Black Bottom,,"Drama, Music"
1857,Elysium,,"Science Fiction, Action, Drama, Thriller"
1858,Tremors,,"Horror, Action, Science Fiction, Comedy"
1859,PlayTime,,Comedy
1860,The Accountant,,"Crime, Thriller, Drama"
1861,Bend It Like Beckham,,"Comedy, Drama, Romance"
1862,Happy Death Day 2U,,"Comedy, Horror, Science Fiction"
1863,Underwater,,"Horror, Science Fiction, Action, Adventure"
1864,Central Station,,Drama
1865,The Great Beauty,,Drama
1866,Lilya 4-ever,,"Crime, Drama"
1867,No Strings Attached,,"Comedy, Romance"
1868,The Santa Clause,,"Fantasy, Drama, Comedy, Family"
1869,Maurice,,"Drama, Romance"
1870,Andrei Rublev,,"Drama, History"
1871,Chicken Run: Dawn of the Nugget,,"Family, Animation, Adventure, Comedy"
1872,Dark Waters,,"Drama, Thriller"
1873,Revolutionary Road,,"Drama, Romance"
1874,Alien Resurrection,,"Science Fiction, Horror, Action"
1875,Marley & Me,,"Comedy, Family"
1876,Cabaret,,"Music, Drama, Romance"
1877,Boiling Point,,"Drama, Thriller"
1878,Mary Poppins Returns,,"Fantasy, Family, Comedy"
1879,Lights Out,,"Action, Thriller"
1880,Roald Dahl's Matilda the Musical,,"Family, Comedy, Fantasy"
1881,Spy,,"Action, Comedy, Crime"
1882,God's Own Country,,"Romance, Drama"
1883,A Goofy Movie,,"Romance, Animation, Family, Comedy, Adventure"
1884,Demolition,,"Comedy, Drama"
1885,A Christmas Carol,,"Animation, Family, Fantasy"
1886,Disturbia,,"Thriller, Drama, Mystery"
1887,Apocalypto,,"Action, Drama, History"
1888,The Gift,,"Horror, Drama, Thriller, Mystery"
1889,The Lodge,,Horror
1890,Real Steel,,"Action, Science Fiction, Drama"
1891,Die Hard With a Vengeance,,"Action, Thriller"
1892,Jarhead,,"Drama, War"
1893,Bone Tomahawk,,"Western, Horror, Drama"
1894,Pretty in Pink,,"Romance, Drama, Comedy"
1895,Phantom of the Paradise,,"Music, Comedy, Horror"
1896,Ruby Sparks,,"Comedy, Romance, Fantasy, Drama"
1897,Transformers: Age of Extinction,,"Science Fiction, Action, Adventure"
1898,Tetsuo: The Iron Man,,"Horror, Science Fiction"
1899,Dirty Harry,,"Action, Crime, Thriller"
1900,Ice Age: Continental Drift,,"Animation, Comedy, Adventure, Family"
1901,The Pope's Exorcist,,"Horror, Thriller"
1902,Blue Jasmine,,Drama
1903,Sympathy for Mr. Vengeance,,"Action, Drama, Thriller"
1904,The Old Guard,,"Action, Fantasy"
1905,Caché,,"Mystery, Drama, Thriller"
1906,The Phantom of the Opera,,"Thriller, Drama, Romance"
1907,Hellraiser,,"Horror, Mystery"
1908,Red Dragon,,"Crime, Thriller, Horror"
1909,The House Bunny,,"Romance, Comedy"
1910,1408,,"Horror, Mystery"
1911,Un Chien Andalou,,"Horror, Fantasy"
1912,Gentlemen Prefer Blondes,,"Comedy, Romance"
1913,Dead Ringers,,"Thriller, Horror"
1914,Kajillionaire,,"Crime, Drama, Comedy"
1915,Invasion of the Body Snatchers,,"Science Fiction, Horror"
1916,In a Violent Nature,,"Horror, Thriller"
1917,Hubie Halloween,,"Comedy, Mystery, Horror"
1918,Easy Rider,,"Adventure, Drama"
1919,You Are So Not Invited to My Bat Mitzvah,,Comedy
1920,Sense and Sensibility,,"Drama, Romance"
1921,Bao,,"Animation, Family, Fantasy"
1922,The Warriors,,"Action, Thriller"
1923,Saw VI,,"Horror, Thriller"
1924,The Little Things,,"Drama, Crime, Thriller"
1925,His House,,"Horror, Thriller"
1926,Mustang,,Drama
1927,The Maltese Falcon,,"Mystery, Crime, Thriller"
1928,Jigsaw,,"Horror, Mystery"
1929,Lethal Weapon,,"Adventure, Action, Comedy, Thriller, Crime"
1930,Falling Down,,"Crime, Drama, Thriller"
1931,Bronson,,"Drama, Action, Crime"
1932,Garden State,,"Comedy, Drama, Romance"
1933,Velvet Buzzsaw,,"Thriller, Mystery, Horror"
1934,Casper,,"Fantasy, Comedy, Family"
1935,Lake Mungo,,"Horror, Thriller"
1936,A Rainy Day in New York,,"Comedy, Romance"
1937,Sexy Beast,,"Crime, Drama, Thriller"
1938,Die Hard 2,,"Action, Thriller"
1939,Wendell & Wild,,"Animation, Comedy, Fantasy, Horror"
1940,The Road,,"Adventure, Drama"
1941,Jeepers Creepers,,"Horror, Thriller, Mystery, Drama"
1942,One Day,,"Horror, Science Fiction, Thriller"
1943,Crawl,,"Thriller, Horror, Action, Adventure"
1944,Wanted,,"Action, Thriller, Crime"
1945,Little Women,,"Drama, Romance, History"
1946,Spirit: Stallion of the Cimarron,,"Animation, Adventure, Comedy, Family, Drama, Western, Romance"
1947,Nowhere,,"Thriller, Drama"
1948,The Watchers,,"Fantasy, Mystery, Thriller, Horror"
1949,It Happened One Night,,"Comedy, Romance"
1950,The Last Airbender,,"Action, Adventure, Fantasy"
1951,Christiane F.,,Drama
1952,Ghost Rider,,"Thriller, Action, Fantasy"
1953,Hostel,,Horror
1954,Hannah Montana: The Movie,,"Comedy, Drama, Family, Music, Romance"
1955,Camp Rock,,"Music, Comedy, Drama, Romance, Family, TV Movie"
1956,Letters to Juliet,,"Comedy, Drama, Romance"
1957,Remember Me,,"Drama, Romance"
1958,Vicky Cristina Barcelona,,"Drama, Romance"
1959,The Sandlot,,"Family, Comedy"
1960,Con Air,,"Action, Thriller, Crime"
1961,Miller's Crossing,,"Drama, Thriller, Crime"
1962,Goodnight Mommy,,"Horror, Thriller, Mystery"
1963,Hitch,,"Comedy, Drama, Romance"
1964,Happiness,,"Comedy, Drama"
1965,Long Shot,,"Comedy, Romance"
1966,Paul,,"Adventure, Comedy, Science Fiction"
1967,To All the Boys: Always and Forever,,"Romance, Comedy, Drama"
1968,Superman,,"Science Fiction, Action, Adventure"
1969,"Aguirre, the Wrath of God",,"History, Adventure, Drama"
1970,The Eyes of Tammy Faye,,"Drama, History"
1971,Extraction 2,,"Action, Thriller"
1972,Deep Red,,"Horror, Mystery, Thriller"
1973,Tomb Raider,,"Action, Adventure, Fantasy"
1974,Sisu,,"Action, War, Adventure"
1975,Aquamarine,,"Fantasy, Romance, Family, Comedy"
1976,Maleficent: Mistress of Evil,,"Family, Fantasy, Adventure, Action"
1977,Up in the Air,,"Drama, Romance"
1978,Not Another Teen Movie,,Comedy
1979,Funeral Parade of Roses,,Drama
1980,Problemista,,Comedy
1981,Pet Sematary,,"Horror, Drama"
1982,Master and Commander: The Far Side of the World,,"Adventure, Drama, War"
1983,Eurovision Song Contest: The Story of Fire Saga,,"Comedy, Music"
1984,Christine,,Drama
1985,The Fog,,Horror
1986,Band of Brothers,,Drama
1987,Scanners,,"Science Fiction, Horror"
1988,Central Intelligence,,"Action, Comedy, Crime, Mystery"
1989,Pride,,"Drama, Comedy"
1990,Horton Hears a Who!,,"Animation, Comedy, Family, Adventure, Fantasy"
1991,"South Park: Bigger, Longer & Uncut",,"Animation, Comedy"
1992,Valerian and the City of a Thousand Planets,,"Adventure, Science Fiction, Action"
1993,Austin Powers in Goldmember,,"Comedy, Crime, Science Fiction"
1994,Picnic at Hanging Rock,,"Drama, Mystery"
1995,Throne of Blood,,"Drama, History"
1996,Angel's Egg,,"Animation, Fantasy, Mystery"
1997,Chappie,,"Crime, Action, Science Fiction"
1998,The Searchers,,Western
1999,Sleepaway Camp,,Horror
2000,Krampus,,"Horror, Comedy, Fantasy"
2001,Trolls,,"Family, Animation, Fantasy, Adventure, Comedy, Music"
2002,Tombstone,,"Western, Action"
2003,Big Little Lies,,"Action, Comedy, Adventure"
2004,The Act of Killing,,Documentary
2005,True Lies,,"Action, Thriller"
2006,Love Exposure,,"Action, Comedy, Drama, Romance"
2007,Man on Fire,,"Action, Drama, Thriller"
2008,The Sea Beast,,"Animation, Adventure, Family, Fantasy"
2009,Kill Your Darlings,,"Drama, Romance, Thriller"
2010,Ghost in the Shell,,"Action, Animation, Science Fiction"
2011,Julie & Julia,,Drama
2012,The Color of Pomegranates,,"Drama, History"
2013,The Wedding Singer,,"Romance, Comedy"
2014,JFK,,"Drama, Thriller, History"
2015,Benedetta,,"Drama, History, Romance"
2016,Ticket to Paradise,,"Drama, Comedy, Romance"
2017,National Theatre Live: Fleabag,,"Comedy, Drama"
2018,What Ever Happened to Baby Jane?,,"Thriller, Drama, Horror"
2019,Broker,,Drama
2020,Stranger Than Fiction,,"Comedy, Drama, Fantasy, Romance"
2021,Carrie,,"Horror, Thriller"
2022,Hachi: A Dog's Tale,,"Drama, Family"
2023,The Celebration,,Drama
2024,Nobody Knows,,Drama
2025,I Lost My Body,,"Animation, Drama, Fantasy"
2026,Kung Fu Hustle,,"Action, Comedy, Crime, Fantasy"
2027,After,,"Romance, Drama"
2028,A Tale of Two Sisters,,"Drama, Horror, Mystery"
2029,Instant Family,,"Comedy, Drama"
2030,Dreams,,"Drama, Romance"
2031,Meet the Fockers,,"Comedy, Romance"
2032,Reality,,"Drama, Thriller"
2033,Magic Mike,,"Drama, Comedy"
2034,The Good Nurse,,"Drama, Crime, Mystery"
2035,Killer Klowns from Outer Space,,"Comedy, Horror, Science Fiction"
2036,Paper Moon,,"Comedy, Crime, Drama"
2037,Braindead,,"Horror, Comedy"
2038,Alice Through the Looking Glass,,"Adventure, Family, Fantasy"
2039,Monster,,"Crime, Drama"
2040,Bringing Out the Dead,,Drama
2041,Dracula,,Horror
2042,Contempt,,Horror
2043,Night on Earth,,"Comedy, Drama"
2044,Tucker and Dale vs. Evil,,"Comedy, Horror"
2045,Dr. No,,"Adventure, Action, Thriller"
2046,The Miseducation of Cameron Post,,Drama
2047,Friday the 13th Part 2,,"Horror, Thriller"
2048,John Tucker Must Die,,"Comedy, Romance"
2049,Force Majeure,,Drama
2050,How to Blow Up a Pipeline,,"Crime, Drama, Thriller"
2051,Annabelle Comes Home,,Horror
2052,Men in Black: International,,"Comedy, Science Fiction, Action"
2053,Fantastic Four,,"Action, Fantasy, Science Fiction"
2054,Anchorman 2: The Legend Continues,,Comedy
2055,Miller's Girl,,"Thriller, Comedy, Drama"
2056,The Battle of Algiers,,"Drama, War, History"
2057,Gone Baby Gone,,"Crime, Drama, Mystery"
2058,Nacho Libre,,"Comedy, Family, Drama"
2059,Following,,"Drama, Thriller"
2060,Purple Hearts,,"Romance, Drama"
2061,Public Enemies,,"Crime, History"
2062,Batman: Mask of the Phantasm,,"Action, Animation, Crime, Mystery, Drama"
2063,The Book of Life,,"Animation, Adventure, Comedy, Family, Fantasy"
2064,A Nightmare on Elm Street Part 2: Freddy's Revenge,,Horror
2065,The Player,,"Mystery, Drama, Comedy, Crime"
2066,The Tomorrow War,,"Action, Science Fiction, Adventure"
2067,Frank,,"Comedy, Drama, Mystery"
2068,Lord of War,,"Crime, Drama, Thriller"
2069,Haunted Mansion,,"Comedy, Drama, Horror, Fantasy"
2070,The Last of the Mohicans,,"Action, Adventure, Drama, History, Romance, War"
2071,Saturday Night Fever,,"Music, Drama"
2072,Euphoria: F*ck Anyone Who’s Not a Sea Blob,,
2073,IF,,"Comedy, Fantasy, Family"
2074,The Harder They Fall,,Western
2075,A Nightmare on Elm Street 3: Dream Warriors,,"Horror, Thriller, Fantasy"
2076,Halloween III: Season of the Witch,,"Horror, Thriller, Science Fiction"
2077,Scenes from a Marriage,,"Drama, Romance"
2078,The Straight Story,,Drama
2079,Monte Carlo,,"Adventure, Comedy, Romance"
2080,The Bob's Burgers Movie,,"Animation, Adventure, Comedy"
2081,Always Be My Maybe,,"Romance, Comedy"
2082,Hulk,,"Science Fiction, Adventure, Action"
2083,Dances with Wolves,,"Adventure, Drama, Western"
2084,What Happened to Monday,,"Science Fiction, Thriller, Drama, Mystery, Action"
2085,Dead Man,,"Drama, Fantasy, Western"
2086,Mad Max Beyond Thunderdome,,"Action, Adventure, Science Fiction"
2087,The Discreet Charm of the Bourgeoisie,,Comedy
2088,The Girl Next Door,,"Comedy, Romance"
2089,The Great Escape,,"Adventure, Drama, History, Thriller, War"
2090,Road to Perdition,,"Crime, Drama, Thriller"
2091,Spiderhead,,"Science Fiction, Thriller"
2092,EO,,"Drama, Adventure"
2093,Onibaba,,Horror
2094,Bros,,"Comedy, Romance"
2095,Legend,,"Crime, Thriller"
2096,The Strange Thing About the Johnsons,,"Drama, Horror"
2097,Rush Hour 2,,"Action, Comedy, Crime"
2098,GoldenEye,,"Adventure, Action, Thriller"
2099,"sex, lies, and videotape",,Drama
2100,Fanny and Alexander,,"Fantasy, Drama, Mystery"
2101,Lemonade Mouth,,"Drama, Comedy, TV Movie"
2102,Incantation,,"Horror, Thriller"
2103,Creep 2,,Horror
2104,The Secret in Their Eyes,,"Mystery, Thriller, Drama"
2105,Lolita,,"Drama, Romance"
2106,13th,,Documentary
2107,"Good Morning, Vietnam",,"Comedy, Drama, War"
2108,The Abyss,,"Adventure, Action, Thriller, Science Fiction"
2109,The Beach,,"Drama, Adventure, Romance, Thriller"
2110,Bad Boys for Life,,"Thriller, Action, Crime"
2111,Big Eyes,,Drama
2112,Disobedience,,"Drama, Romance"
2113,To Die For,,"Drama, Comedy, Crime"
2114,Red Sparrow,,"Thriller, Mystery"
2115,Flee,,
2116,Say Anything...,,"Romance, Comedy, Drama"
2117,My Dinner with Andre,,Drama
2118,James and the Giant Peach,,"Adventure, Animation, Family, Fantasy"
2119,Personal Shopper,,"Drama, Mystery, Thriller"
2120,In the Tall Grass,,"Horror, Drama, Thriller"
2121,Blade II,,"Fantasy, Horror, Action, Thriller"
2122,The Way Way Back,,"Comedy, Drama"
2123,Holy Motors,,"Drama, Fantasy"
2124,Spartacus,,"History, War, Drama, Adventure"
2125,Mona Lisa Smile,,"Drama, History, Romance"
2126,Who's Afraid of Virginia Woolf?,,Drama
2127,The Sacrifice,,Drama
2128,Memoria,,"Drama, Science Fiction, Mystery"
2129,Marrowbone,,"Thriller, Horror, Mystery"
2130,The Insider,,"Drama, Thriller"
2131,Brightburn,,"Horror, Science Fiction, Thriller, Mystery"
2132,Perfume: The Story of a Murderer,,"Crime, Fantasy, Drama"
2133,Repulsion,,"Drama, Thriller, Horror"
2134,The Adventures of Sharkboy and Lavagirl,,"Adventure, Family, Science Fiction"
2135,Ben-Hur,,"History, Drama, Adventure, Action"
2136,The Purge: Anarchy,,"Horror, Thriller"
2137,Saw 3D,,"Horror, Crime"
2138,Downsizing,,"Drama, Science Fiction"
2139,"Sherlock, Jr.",,"Action, Comedy, Mystery"
2140,She-Hulk: Attorney at Law,,Documentary
2141,Tinker Tailor Soldier Spy,,"Drama, Thriller, Mystery"
2142,Imagine Me & You,,"Drama, Comedy, Romance"
2143,Love at First Sight,,"Romance, Drama"
2144,Bride of Frankenstein,,"Horror, Science Fiction"
2145,Bad Boys II,,"Action, Crime, Comedy"
2146,Secretary,,"Comedy, Drama, Romance"
2147,Nosferatu the Vampyre,,"Drama, Horror"
2148,Garfield,,"Animation, Comedy, Family"
2149,On the Count of Three,,"Comedy, Drama"
2150,Friday,,Comedy
2151,"Oslo, August 31st",,Drama
2152,Don Jon,,"Romance, Comedy, Drama"
2153,You People,,"Romance, Comedy"
2154,The Bridge on the River Kwai,,"Drama, History, War"
2155,9,,"Action, Adventure, Animation, Science Fiction, Thriller"
2156,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,,"Action, Animation, Adventure, Fantasy, Thriller"
2157,Valentine's Day,,"Comedy, Romance"
2158,The Babysitter: Killer Queen,,"Comedy, Horror"
2159,The Garden of Words,,"Animation, Drama, Romance"
2160,His Girl Friday,,"Comedy, Romance"
2161,Fractured,,Thriller
2162,Willy's Wonderland,,"Action, Horror, Comedy"
2163,Freddy vs. Jason,,Horror
2164,Still Alice,,Drama
2165,3:10 to Yuma,,Western
2166,Battleship Potemkin,,"Drama, History, War"
2167,Wrath of Man,,"Crime, Action, Adventure, Thriller"
2168,Naked Lunch,,"Crime, Drama"
2169,The Hitman's Bodyguard,,"Action, Comedy, Crime, Thriller"
2170,Safe,,"Action, Crime, Thriller"
2171,Bad Boys: Ride or Die,,"Action, Crime, Thriller, Comedy"
2172,Notorious,,"Thriller, Romance, Mystery"
2173,Amy,,"Documentary, Music"
2174,eXistenZ,,"Action, Thriller, Science Fiction"
2175,A Dog's Will,,"Comedy, Drama, Fantasy"
2176,Man with a Movie Camera,,Documentary
2177,The Emoji Movie,,"Animation, Family, Comedy"
2178,The Kissing Booth 2,,"Comedy, Romance"
2179,The Last Picture Show,,Drama
2180,A Single Man,,"Drama, Romance"
2181,While You Were Sleeping,,"Romance, Comedy"
2182,NYAD,,"Drama, History"
2183,Sleepers,,"Crime, Drama, Thriller"
2184,Jingle All the Way,,"Family, Comedy, Adventure"
2185,Touch of Evil,,"Crime, Thriller, Mystery"
2186,Hellboy II: The Golden Army,,"Fantasy, Adventure, Action"
2187,Hard Candy,,"Drama, Thriller"
2188,Allegiant,,"Adventure, Science Fiction, Action, Mystery"
2189,Under Paris,,"Action, Drama, Horror, Thriller"
2190,6 Underground,,"Action, Comedy, Thriller"
2191,The Hours,,Drama
2192,Good Bye Lenin!,,"Comedy, Drama"
2193,Pleasantville,,"Fantasy, Comedy, Drama"
